,street_number,street_name,neighborhood,city,postal_code,lon,lat,HUNDRED_BLOCK,count,address
10405,15894,104 Avenue,Surrey,Greater Vancouver,V4N 2J2,-122.782,49.1913001,15900 104TH AVE,3,15900 104TH AVE Surrey
10406,15922,105 Avenue,Surrey,Greater Vancouver,V4N 3J4,-122.7810122,49.1938727,15900 105TH AVE,3,15900 105TH AVE Surrey
10407,10596,159 Street,Surrey,Greater Vancouver,V4N 3J4,-122.7812049,49.1950042,15900 106TH AVE,3,15900 106TH AVE Surrey
10408,15898,27 Avenue,Morgan Heights,Surrey,V3S 8L3,-122.7819295,49.0507947,15900 27TH AVE,3,15900 27TH AVE Surrey
10409,15900,64 Avenue,Surrey,Greater Vancouver,V3S,-122.785316,49.1188668,15900 64TH AVE,3,15900 64TH AVE Surrey
10410,15902,89 Avenue,Surrey,Greater Vancouver,V4N 2Y9,-122.7817901,49.1644954,15900 89TH AVE,3,15900 89TH AVE Surrey
10411,13900,Terry Road,White Rock,Greater Vancouver,V4B 1A4,-122.8367914,49.02747,15900 MARINE DR,3,15900 MARINE DR Surrey
10412,15908,92 Avenue,Surrey,Greater Vancouver,V4N 3A9,-122.781966,49.170094,159TH ST / 92ND AVE,3,159TH ST / 92ND AVE Surrey
10413,15882,159 Street,Surrey,Greater Vancouver,V4N 2L6,-122.7821539,49.176849,159TH ST / 96TH AVE,3,159TH ST / 96TH AVE Surrey
10414,1038,138A Street,Surrey,Greater Vancouver,V4A 7E6,-122.8389393,49.0317499,1600 138A ST,3,1600 138A ST Surrey
10415,1662,140A Street,Surrey,Greater Vancouver,V4A 8K5,-122.8325076,49.0323964,1600 140A ST,3,1600 140A ST Surrey
10416,1606,145 Street,Surrey,Greater Vancouver,V4A 5N9,-122.82003,49.0314062,1600 145TH ST,3,1600 145TH ST Surrey
10417,1649,146 Street,Surrey,Greater Vancouver,V4A 5S4,-122.8175415,49.0320751,1600 146TH ST,3,1600 146TH ST Surrey
10418,1624,156 Street,Surrey,Greater Vancouver,V4A 4T1,-122.7899084,49.0313097,1600 156TH ST,3,1600 156TH ST Surrey
10419,16058,96A Avenue,Surrey,Greater Vancouver,V4N 3K8,-122.7771809,49.1777674,16000 96A AVE,3,16000 96A AVE Surrey
10420,9890,160 Street,Surrey,Greater Vancouver,V4N 2J4,-122.7785734,49.1822308,16000 98B AVE,3,16000 98B AVE Surrey
10421,16008,99B Avenue,Surrey,Greater Vancouver,V4N 2J6,-122.7783064,49.1836987,16000 99B AVE,3,16000 99B AVE Surrey
10422,16019,109 Avenue,Surrey,Greater Vancouver,V4N 3J7,-122.778672,49.20061,160TH ST / 109TH AVE,3,160TH ST / 109TH AVE Surrey
10423,7550,160 Street,Surrey,Greater Vancouver,Canada,-122.7786444,49.1308258,160TH ST / 160TH ST ONRP,3,160TH ST / 160TH ST ONRP Surrey
10424,Southbound 160 St @ 20 Ave,Surrey,Greater Vancouver,British Columbia,V4A 2B2,-122.7792113,49.0383073,160TH ST / 20TH AVE,3,160TH ST / 20TH AVE Surrey
10425,14910-14882,Saint Andrews Drive,Guildford,Surrey,V3R 4Y4,-122.8085473,49.2109901,160TH ST ONRP / HWY 1 ONRP,3,160TH ST ONRP / HWY 1 ONRP Surrey
10426,14124,113A Avenue,Surrey,Greater Vancouver,V3R 2K5,-122.8307471,49.2083058,16100 113A AVE,3,16100 113A AVE Surrey
10427,1616,11B Avenue,Surrey,Greater Vancouver,V4A 7T3,-122.7749351,49.0231702,16100 11B AVE,3,16100 11B AVE Surrey
10428,16126,14 Avenue,Surrey,Greater Vancouver,V4A 7X4,-122.7755872,49.0272472,16100 14TH AVE,3,16100 14TH AVE Surrey
10429,16103,40 Avenue,Surrey,Greater Vancouver,V3S 0L2,-122.7760176,49.0746509,16100 40TH AVE,3,16100 40TH AVE Surrey
10430,9633,96A Avenue,Surrey,Greater Vancouver,V4N 3K8,-122.7761991,49.177471,16100 96A AVE,3,16100 96A AVE Surrey
10431,16186,Creekside Grove,Surrey,Greater Vancouver,V4N 1S6,-122.773616,49.1969758,16100 CREEKSIDE GRV,3,16100 CREEKSIDE GRV Surrey
10432,16185,Glenbrook Place,Surrey,Greater Vancouver,V4N 1T3,-122.7735923,49.193093,16100 GLENBROOK PL,3,16100 GLENBROOK PL Surrey
10433,16096,Morgan Creek Crescent,Surrey,Greater Vancouver,V3S 0J2,-122.7736696,49.0642597,16100 MORGAN CREEK CRES,3,16100 MORGAN CREEK CRES Surrey
10434,16098,103 Avenue,Surrey,Greater Vancouver,V4N 2J8,-122.775596,49.189337,161ST ST / 103RD AVE,3,161ST ST / 103RD AVE Surrey
10435,16414,104 Avenue,Surrey,Greater Vancouver,V4N 1Z6,-122.7669627,49.1911965,16200 104TH AVE,3,16200 104TH AVE Surrey
10436,16202,108A Avenue,Surrey,Greater Vancouver,V4N 1N9,-122.7725799,49.1995436,16200 108A AVE,3,16200 108A AVE Surrey
10437,16236,110A Avenue,Surrey,Greater Vancouver,V4N 4S8,-122.7721897,49.2033341,16200 110A AVE,3,16200 110A AVE Surrey
10438,16216,20 Avenue,Surrey,Greater Vancouver,V3S 9M8,-122.7736098,49.0379708,16200 20TH AVE,3,16200 20TH AVE Surrey
10439,16212,56 Avenue,Surrey,Greater Vancouver,V3S 2J7,-122.7737248,49.1038451,16200 56TH AVE,3,16200 56TH AVE Surrey
10440,13980,78A Avenue,Newton,Surrey,V3W 2Y6,-122.8349058,49.1452563,16200 78A AVE,3,16200 78A AVE Surrey
10441,14748,86B Avenue,Newton,Surrey,V3S 6R5,-122.8140548,49.1601802,16200 86B AVE,3,16200 86B AVE Surrey
10442,16154,95A Avenue,Surrey,Greater Vancouver,V4N 2P2,-122.7744976,49.175938,16200 95A AVE,3,16200 95A AVE Surrey
10443,16246,80 Avenue,Surrey,Greater Vancouver,V4N 0X3,-122.7719927,49.1482517,162A ST / 80TH AVE,3,162A ST / 80TH AVE Surrey
10444,16233,83 Avenue,Surrey,Greater Vancouver,V4N 0Z3,-122.7719443,49.1536318,162A ST / 83RD AVE,3,162A ST / 83RD AVE Surrey
10445,23,162 Street,Surrey,Greater Vancouver,V3S 0E1,-122.7738279,49.045556,162ND ST / 24TH AVE,3,162ND ST / 24TH AVE Surrey
10446,11,25 Avenue,Morgan Heights,Surrey,V3S 9H7,-122.7725416,49.0480868,162ND ST / 25TH AVE,3,162ND ST / 25TH AVE Surrey
10447,16211,84 Avenue,Surrey,Greater Vancouver,V4N 1B3,-122.773309,49.1554971,162ND ST / 84TH AVE,3,162ND ST / 84TH AVE Surrey
10448,8501,162 Street,Surrey,Greater Vancouver,V4N 1B2,-122.773281,49.157357,162ND ST / 85TH AVE,3,162ND ST / 85TH AVE Surrey
10449,7965,163 Street,Surrey,Greater Vancouver,V4N 0K4,-122.7699054,49.1474112,16300 79A AVE,3,16300 79A AVE Surrey
10450,16290,90 Avenue,Surrey,Greater Vancouver,V4N 4T2,-122.7709632,49.1660418,16300 90TH AVE,3,16300 90TH AVE Surrey
10451,3277,Crosscreek Court,Surrey,Greater Vancouver,V3S 0J8,-122.7713572,49.0615932,16300 LINCOLN WOODS CRT,3,16300 LINCOLN WOODS CRT Surrey
10452,16302,26A Avenue,Morgan Heights,Surrey,V3S 6Z2,-122.770092,49.0499467,163RD ST / 22ND AVE,3,163RD ST / 22ND AVE Surrey
10453,16411,108 Avenue,Surrey,Greater Vancouver,V4N 5B8,-122.767492,49.198865,16400 108TH AVE,3,16400 108TH AVE Surrey
10454,16340,10A Avenue,Surrey,Greater Vancouver,V4A 8R1,-122.7679106,49.0208596,16400 10A AVE,3,16400 10A AVE Surrey
10455,19036,22 Avenue,Campbell Heights,Surrey,V3S 3S6,-122.6967252,49.0415628,16400 22ND AVE,3,16400 22ND AVE Surrey
10456,16329,27A Avenue,Morgan Heights,Surrey,V3S 0E2,-122.7695367,49.051708,16400 27A AVE,3,16400 27A AVE Surrey
10457,16410,50 Avenue,Surrey,Greater Vancouver,V3S 0L2,-122.7677502,49.0928606,16400 50TH AVE,3,16400 50TH AVE Surrey
10458,16368,56 Avenue,Surrey,Greater Vancouver,V3S 2J7,-122.7686401,49.1041039,16400 BLOCK 56TH AVE,3,16400 BLOCK 56TH AVE Surrey
10459,10699,164 Street,Surrey,Greater Vancouver,V4N 4S2,-122.7677275,49.1970281,16400 GLENWOOD CRES N,3,16400 GLENWOOD CRES N Surrey
10460,16399,High Park Avenue,Surrey,Greater Vancouver,V3S 0M1,-122.7679688,49.067478,16400 HIGH PARK AVE,3,16400 HIGH PARK AVE Surrey
10461,10921,164 Street,Surrey,Greater Vancouver,V4N 4S7,-122.7675349,49.2006883,164TH ST / 109TH AVE,3,164TH ST / 109TH AVE Surrey
10462,16355,82 Avenue,Surrey,Greater Vancouver,V4N 0P4,-122.7678112,49.151851,164TH ST / 82ND AVE,3,164TH ST / 82ND AVE Surrey
10463,9591,164 Street,Surrey,Greater Vancouver,V4N 2C2,-122.7676625,49.1770511,164TH ST / 96TH AVE,3,164TH ST / 96TH AVE Surrey
10464,16647,Parkview Place,Surrey,Greater Vancouver,V4N 1Y8,-122.7608255,49.190334,16500 103RD AVE,3,16500 103RD AVE Surrey
10465,7852,165 Street,Surrey,Greater Vancouver,V4N 0M2,-122.764165,49.145441,16500 78A AVE,3,16500 78A AVE Surrey
10466,11159,165A Street,Surrey,Greater Vancouver,V4N 0H5,-122.7638673,49.1491243,16500 80A AVE,3,16500 80A AVE Surrey
10467,16587,8 Avenue,Surrey,Greater Vancouver,V4A 9C4,-122.7631477,49.0165759,16500 8TH AVE,3,16500 8TH AVE Surrey
10468,2148,165A Street,Surrey,Greater Vancouver,V3S 9N3,-122.7643408,49.0383759,165A ST / 20TH AVE,3,165A ST / 20TH AVE Surrey
10469,Eastbound 64 Ave @ 165 St,Cloverdale,Surrey,Greater Vancouver,V3S 0W3,-122.7647731,49.118842,165TH ST / 64TH AVE,3,165TH ST / 64TH AVE Surrey
10470,16598,108A Avenue,Surrey,Greater Vancouver,V4N 5E2,-122.7619183,49.199852,16600 108A AVE,3,16600 108A AVE Surrey
10471,12740,25A Avenue,Surrey,Greater Vancouver,V4A 5R5,-122.8690123,49.0486569,16600 25A AVE,3,16600 25A AVE Surrey
10472,18688,25 Avenue,Campbell Heights,Surrey,V3S 9V2,-122.7052318,49.0472296,16600 25TH AVE,3,16600 25TH AVE Surrey
10473,16652,30A Avenue,North Grandview Heights,Surrey,V3Z 0P9,-122.7611181,49.0574361,16600 30A AVE,3,16600 30A AVE Surrey
10474,16640,Northview Crescent,North Grandview Heights,Surrey,V3S 0A8,-122.7618583,49.054426,16600 NORTHVIEW CRES,3,16600 NORTHVIEW CRES Surrey
10475,16465,103 Avenue,Surrey,Greater Vancouver,V4N 1Y8,-122.763462,49.1898958,16600 PARKVIEW PL,3,16600 PARKVIEW PL Surrey
10476,16678,25 Avenue,Surrey,Greater Vancouver,V3S 9V2,-122.7614896,49.046989,16678 25TH AVE,3,16678 25TH AVE Surrey
10477,8787,166B Street,Surrey,Greater Vancouver,V4N 5B2,-122.7601973,49.1628504,166B ST / 88TH AVE,3,166B ST / 88TH AVE Surrey
10478,16590,60 Avenue,West Cloverdale South,Surrey,V3S 1S9,-122.7625737,49.1115407,166TH ST / 60TH AVE,3,166TH ST / 60TH AVE Surrey
10479,16612,63 Avenue,Cloverdale,Surrey,V3S 9L6,-122.76252,49.1165156,166TH ST / 63RD AVE,3,166TH ST / 63RD AVE Surrey
10480,16088,103 Avenue,Surrey,Greater Vancouver,V4N 2J8,-122.7760075,49.1891058,16700 103RD AVE,3,16700 103RD AVE Surrey
10481,16718,76 Avenue,Surrey,Greater Vancouver,V4N 6N2,-122.759525,49.141804,16700 76TH AVE,3,16700 76TH AVE Surrey
10482,16696,77 Avenue,Surrey,Greater Vancouver,V4N 0L3,-122.7585873,49.1433376,16700 77TH AVE,3,16700 77TH AVE Surrey
10483,16728,78A Avenue,Surrey,Greater Vancouver,V4N 0L9,-122.7592767,49.1452412,16700 78A AVE,3,16700 78A AVE Surrey
10484,16708,88 Avenue,Surrey,Greater Vancouver,V4N 1E8,-122.759357,49.1624546,16700 88TH AVE,3,16700 88TH AVE Surrey
10485,16706,Beechwood Court,Surrey,Greater Vancouver,V4N 1V8,-122.7595158,49.1927566,16700 BEECHWOOD CRT,3,16700 BEECHWOOD CRT Surrey
10486,16838,31 Avenue,North Grandview Heights,Surrey,V3S 0A6,-122.7557732,49.0582268,16800 31ST AVE,3,16800 31ST AVE Surrey
10487,14773,79 Avenue,Newton,Surrey,V3S 2T8,-122.813352,49.145933,16800 79TH AVE,3,16800 79TH AVE Surrey
10488,16808,86A Avenue,Surrey,Greater Vancouver,V4N 4Z6,-122.7562136,49.1597009,16800 86A AVE,3,16800 86A AVE Surrey
10489,9504,168 Street,Surrey,Greater Vancouver,V4N 6G8,-122.7564855,49.1750491,16800 94A AVE,3,16800 94A AVE Surrey
10490,10177,168 Street,Surrey,Greater Vancouver,V4N 4X2,-122.756454,49.187422,168TH ST / BARNSTON DR W,3,168TH ST / BARNSTON DR W Surrey
10491,16910,21 Avenue,Surrey,Greater Vancouver,V3S 9Z4,-122.7545351,49.0398239,16900 21ST AVE,3,16900 21ST AVE Surrey
10492,16912,24 Avenue,Surrey,Greater Vancouver,V3S 9Z1,-122.7542529,49.0452375,16900 24TH AVE,3,16900 24TH AVE Surrey
10493,1660,154 Street,Surrey,Greater Vancouver,V4A 4R9,-122.795693,49.032022,16A AVE / 154TH ST,3,16A AVE / 154TH ST Surrey
10494,14780,North Bluff Road,White Rock,Greater Vancouver,V4B 3E1,-122.8122082,49.0312011,16TH AVE / 148TH ST,3,16TH AVE / 148TH ST Surrey
10495,16189,16 Avenue,Surrey,Greater Vancouver,V4A 1S6,-122.7737521,49.0311268,16TH AVE / 162ND ST,3,16TH AVE / 162ND ST Surrey
10496,1710,126 Street,Surrey,Greater Vancouver,V4A 9E4,-122.8719646,49.0333218,1700 126TH ST,3,1700 126TH ST Surrey
10497,1682,Amble Greene Boulevard,Surrey,Greater Vancouver,V4A 6B9,-122.8544879,49.0333304,1700 AMBLE GREENE BLVD,3,1700 AMBLE GREENE BLVD Surrey
10498,1714,Summerhill Place,Surrey,Greater Vancouver,V4A 7Y2,-122.860459,49.0332434,1700 SUMMERHILL PL,3,1700 SUMMERHILL PL Surrey
10499,17000,105 Avenue,Surrey,Greater Vancouver,V4N 4S5,-122.751408,49.193112,17000 105TH AVE,3,17000 105TH AVE Surrey
10500,17024,16 Avenue,Surrey,Greater Vancouver,V3S 9M5,-122.7516313,49.0311306,17000 16TH AVE,3,17000 16TH AVE Surrey
10501,17000,21 Avenue,Surrey,Greater Vancouver,V3S 9Z4,-122.7515094,49.0401174,17000 21ST AVE,3,17000 21ST AVE Surrey
10502,17016,22 Avenue,Surrey,Greater Vancouver,V3S 9Z3,-122.7514836,49.0417994,17000 22ND AVE,3,17000 22ND AVE Surrey
10503,16982,40 Avenue,Kensington Prairie,Surrey,V3S 0L5,-122.7509804,49.0748602,17000 40TH AVE,3,17000 40TH AVE Surrey
10504,17036,79B Avenue,Surrey,Greater Vancouver,V4N 0C6,-122.7511153,49.1471568,17000 79B AVE,3,17000 79B AVE Surrey
10505,17377,0 Avenue,Surrey,Greater Vancouver,V3S 9P3,-122.741211,49.0021827,17100 0TH AVE,3,17100 0TH AVE Surrey
10506,10130,171A Street,Surrey,Greater Vancouver,V4N 3L3,-122.7467278,49.1868443,17100 101A AVE,3,17100 101A AVE Surrey
10507,17174,18 Avenue,Surrey,Greater Vancouver,V3S 9M2,-122.7458956,49.0343567,17100 18TH AVE,3,17100 18TH AVE Surrey
10508,2108,171 Street,Surrey,Greater Vancouver,V3S 9X6,-122.748751,49.0401787,17100 21ST AVE,3,17100 21ST AVE Surrey
10509,13464,104 Avenue,Whalley,Surrey,V3T 1V8,-122.8490125,49.1913466,17100 4TH AVE,3,17100 4TH AVE Surrey
10510,17096,61A Avenue,Cloverdale,Surrey,V3S 5P7,-122.748546,49.1140167,17100 61A AVE,3,17100 61A AVE Surrey
10511,8435,171 Street,Surrey,Greater Vancouver,V4N 0A9,-122.7480864,49.1560984,17100 84A AVE,3,17100 84A AVE Surrey
10512,17129,94A Avenue,Surrey,Greater Vancouver,V4N 6H2,-122.7476999,49.1744685,17100 94A AVE,3,17100 94A AVE Surrey
10513,2135,134 Street,Surrey,Greater Vancouver,V4A 9N8,-122.8522934,49.0413106,17200 21A AVE,3,17200 21A AVE Surrey
10514,17234,23 Avenue,Surrey,Greater Vancouver,V3S 9Z7,-122.745721,49.0440569,17200 23RD AVE,3,17200 23RD AVE Surrey
10515,17179,26A Avenue,Surrey,Greater Vancouver,V3S 0B3,-122.7471344,49.0508618,17200 26A AVE,3,17200 26A AVE Surrey
10516,17239,65A Avenue,Surrey,Greater Vancouver,V3S 7B6,-122.7453875,49.1215715,17200 65A AVE,3,17200 65A AVE Surrey
10517,17218,Hillview Place,North Grandview Heights,Surrey,V3S 0C3,-122.7455786,49.0564153,17200 HILLVIEW PL,3,17200 HILLVIEW PL Surrey
10518,17213,0 Avenue,Surrey,Greater Vancouver,V3S 9P3,-122.7462992,49.0021418,172ND ST / 0TH AVE,3,172ND ST / 0TH AVE Surrey
10519,9236,172 Street,Surrey,Greater Vancouver,V4N 6H5,-122.7458249,49.17013,172ND ST / 92ND AVE,3,172ND ST / 92ND AVE Surrey
10520,2666,Country Woods Drive,Surrey,Greater Vancouver,V3S 0E6,-122.7434955,49.0503683,17300 26A AVE,3,17300 26A AVE Surrey
10521,17302,29 Avenue,North Grandview Heights,Surrey,V3S 0E8,-122.7432675,49.0547799,17300 29TH AVE,3,17300 29TH AVE Surrey
10522,17272,80 Avenue,Surrey,Greater Vancouver,V4N 6J6,-122.7414949,49.1475652,17300 80TH AVE,3,17300 80TH AVE Surrey
10523,17294,0 B Avenue,Douglas,Surrey,V3S 9R2,-122.7439396,49.0036011,173RD ST / 0B AVE,3,173RD ST / 0B AVE Surrey
10524,10393,174 Street,Surrey,Greater Vancouver,V4N 5R4,-122.7404026,49.1914655,17400 104TH AVE,3,17400 104TH AVE Surrey
10525,17391,24 Avenue,Surrey,Greater Vancouver,V3S 0A3,-122.7411015,49.0456795,17400 24TH AVE,3,17400 24TH AVE Surrey
10526,17412,29 Avenue,North Grandview Heights,Surrey,V3S 0E7,-122.7406754,49.0547722,17400 29TH AVE,3,17400 29TH AVE Surrey
10527,Bonshaw Hills Provincial Park,29,Green Road,Bonshaw,C0A 1C0,-63.3496361,46.1984098,17500 TRANS CANADA HWY,3,17500 TRANS CANADA HWY Surrey
10528,17501,2 Avenue,Surrey,Greater Vancouver,V3S 9P9,-122.7373496,49.005558,175A ST / 2ND AVE,3,175A ST / 2ND AVE Surrey
10529,5811,175 Street,Cloverdale,Surrey,V3S 4B4,-122.7381603,49.1078354,175TH ST / 58TH AVE,3,175TH ST / 58TH AVE Surrey
10530,1578,176 Street,Surrey,Greater Vancouver,V3S 9S7,-122.7350687,49.0310034,17600 16TH AVE,3,17600 16TH AVE Surrey
10531,24 Ave FS 176 St,Surrey,Greater Vancouver,British Columbia,V3S,-122.7353805,49.0456622,17600 24TH AVE,3,17600 24TH AVE Surrey
10532,17662,20 Avenue,Surrey,Greater Vancouver,V3S 9V2,-122.7329128,49.0381164,17684 20TH AVE,3,17684 20TH AVE Surrey
10533,6592,176A Street,Cloverdale,Surrey,V3S 4G5,-122.7335161,49.1223703,176A ST / 66TH AVE,3,176A ST / 66TH AVE Surrey
10534,17608,British Columbia 10,Surrey,Greater Vancouver,V3S 1C5,-122.7350025,49.1040924,176TH ST / 12TH AVE,3,176TH ST / 12TH AVE Surrey
10535,17608,British Columbia 10,Surrey,Greater Vancouver,V3S 1C5,-122.7350025,49.1040924,176TH ST OFRP / 176TH ST,3,176TH ST OFRP / 176TH ST Surrey
10536,17707,16 Avenue,Surrey,Greater Vancouver,V3S 9V2,-122.7325082,49.0309239,17700 16TH AVE,3,17700 16TH AVE Surrey
10537,17720,20 Avenue,Surrey,Greater Vancouver,V3S 9V2,-122.7325265,49.0381146,17700 20TH AVE,3,17700 20TH AVE Surrey
10538,17692,24 Avenue,Surrey,Greater Vancouver,V3S 9V2,-122.7327248,49.0453735,17700 24TH AVE,3,17700 24TH AVE Surrey
10539,17750,88 Avenue,Surrey,Greater Vancouver,V4N 6E8,-122.734687,49.1625919,17700 88TH AVE,3,17700 88TH AVE Surrey
10540,17765,57 Avenue,Cloverdale,Surrey,V3S,-122.730782,49.1063089,17769 57TH AVE,3,17769 57TH AVE Surrey
10541,17788,40 Avenue,Kensington Prairie,Surrey,V3S 0L5,-122.7299645,49.0742167,17800 40TH AVE,3,17800 40TH AVE Surrey
10542,17768,70 Avenue,Cloverdale,Surrey,V3S 7A3,-122.7302658,49.1294895,17800 70TH AVE,3,17800 70TH AVE Surrey
10543,12592,71 Avenue,Newton,Surrey,V3W 1T5,-122.8737819,49.132127,17800 71ST AVE,3,17800 71ST AVE Surrey
10544,17807,96 Avenue,Surrey,Greater Vancouver,V4N 4A9,-122.7291915,49.1766679,17800 96TH AVE,3,17800 96TH AVE Surrey
10545,17824,56 Avenue,Surrey,Greater Vancouver,V3S 1C7,-122.728971,49.1039182,17800 BLOCK 56TH AVE,3,17800 BLOCK 56TH AVE Surrey
10546,6527,180 Street,Cloverdale,Surrey,V3S 7J8,-122.7240551,49.121086,17900 65A AVE,3,17900 65A AVE Surrey
10547,17888,96 Avenue,Surrey,Greater Vancouver,V4N 4A7,-122.7264199,49.1766649,17900 96TH AVE,3,17900 96TH AVE Surrey
10548,115,17A Avenue,Surrey,Greater Vancouver,V4A 1V4,-122.795694,49.033827,17A AVE / 154TH ST,3,17A AVE / 154TH ST Surrey
10549,15249,17 Avenue,Surrey,Greater Vancouver,V4A 1T8,-122.7997581,49.0329096,17TH AVE / 152A ST,3,17TH AVE / 152A ST Surrey
10550,1690,154 Street,Surrey,Greater Vancouver,V4A 4R9,-122.795693,49.032931,17TH AVE / 154TH ST,3,17TH AVE / 154TH ST Surrey
10551,12943,14A Avenue,Surrey,Greater Vancouver,V4A 1H6,-122.8639822,49.028673,1800 129A ST,3,1800 129A ST Surrey
10552,1840,134 Street,Surrey,Greater Vancouver,V4A 9E1,-122.8511686,49.0353694,1800 134TH ST,3,1800 134TH ST Surrey
10553,1819,146 Street,Surrey,Greater Vancouver,V4A 4M4,-122.8175757,49.034767,1800 146TH ST,3,1800 146TH ST Surrey
10554,1880,169 Street,Surrey,Greater Vancouver,V3S 9X3,-122.7540739,49.0360253,1800 169TH ST,3,1800 169TH ST Surrey
10555,1820,180 Street,Surrey,Greater Vancouver,V3S 9V2,-122.723818,49.0352419,1800 180TH ST,3,1800 180TH ST Surrey
10556,12,180 Street,Cloverdale,Surrey,V3S 8C5,-122.72341,49.1322684,18000  FRASER HWY,3,18000  FRASER HWY Surrey
10557,16745,57th Avenue,West Cloverdale South,Surrey,V3S 2P1,-122.7576976,49.106456,18000 57TH AVE,3,18000 57TH AVE Surrey
10558,17992,98 Avenue,Surrey,Greater Vancouver,V4N 4V9,-122.7239658,49.1804693,18000 98TH AVE,3,18000 98TH AVE Surrey
10559,18063,60 Avenue,Cloverdale,Surrey,V3S 1V5,-122.722321,49.111452,180A ST / 60TH AVE,3,180A ST / 60TH AVE Surrey
10560,18012,180 Street,Surrey,Greater Vancouver,V4N 3Y4,-122.7237468,49.1700361,180TH ST / 92ND AVE,3,180TH ST / 92ND AVE Surrey
10561,18088,21A Avenue,Surrey,Greater Vancouver,V3Z 9W2,-122.7216515,49.0409056,18100 21A AVE,3,18100 21A AVE Surrey
10562,18096,59 Avenue,Cloverdale,Surrey,V3S 1P7,-122.7211058,49.1094143,18100 59TH AVE,3,18100 59TH AVE Surrey
10563,18096,61A Avenue,Cloverdale,Surrey,V3S 5V8,-122.7209838,49.1139844,18100 61A AVE,3,18100 61A AVE Surrey
10564,18102,63A Avenue,Cloverdale,Surrey,V3S 5V5,-122.7208861,49.1177038,18100 63A AVE,3,18100 63A AVE Surrey
10565,18082,67B Avenue,Cloverdale,Surrey,V3S 4P9,-122.7217795,49.1251371,18100 67B AVE,3,18100 67B AVE Surrey
10566,18075,92 Avenue,Surrey,Greater Vancouver,V4N 3Y4,-122.7211116,49.1696232,18100 92ND AVE,3,18100 92ND AVE Surrey
10567,18102,Fraser Highway,Cloverdale,Surrey,V3S,-122.7215517,49.1317277,18100 FRASER HWY,3,18100 FRASER HWY Surrey
10568,2,181 Street,Cloverdale,Surrey,V3S 6X3,-122.7215772,49.129556,181ST ST / 70TH AVE,3,181ST ST / 70TH AVE Surrey
10569,18268,67A Avenue,Cloverdale,Surrey,V3S 1E5,-122.7159028,49.1245036,18200 67A AVE,3,18200 67A AVE Surrey
10570,13586,98 Avenue,Whalley,Surrey,V3T 1C1,-122.846432,49.1804021,18200 98TH AVE,3,18200 98TH AVE Surrey
10571,18225,72 Avenue,Surrey,Greater Vancouver,V4N 6B7,-122.7180873,49.1333294,182ND ST / 72ND AVE,3,182ND ST / 72ND AVE Surrey
10572,18310,72 Avenue,Surrey,Greater Vancouver,V4N 6B7,-122.7151346,49.1329424,18300 72ND AVE,3,18300 72ND AVE Surrey
10573,18314,8 Avenue,Surrey,Greater Vancouver,V3S 9R9,-122.7162146,49.0162979,18300 8TH AVE,3,18300 8TH AVE Surrey
10574,18269,96 Avenue,Surrey,Greater Vancouver,V4N 3R5,-122.7169307,49.1772939,18300 96TH AVE,3,18300 96TH AVE Surrey
10575,18275,182B Street,Cloverdale,Surrey,V3S 6C9,-122.7161611,49.106178,18400 57A AVE,3,18400 57A AVE Surrey
10576,6694,184 Street,Cloverdale,Surrey,V3S 9B9,-122.712584,49.1240854,18400 67TH AVE,3,18400 67TH AVE Surrey
10577,18456,88 Avenue,Surrey,Greater Vancouver,V4N 5T1,-122.7110544,49.1624543,18400 88TH AVE,3,18400 88TH AVE Surrey
10578,18379,94 Avenue,Surrey,Greater Vancouver,V4N 4A6,-122.7127614,49.173717,18400 94TH AVE,3,18400 94TH AVE Surrey
10579,18418,McMillan Road,Campbell Heights,Surrey,V3S 9V2,-122.7129455,49.0363509,18400 MCMILLAN RD,3,18400 MCMILLAN RD Surrey
10580,7012,184 Street,Surrey,Greater Vancouver,V4N 5V1,-122.712639,49.1297271,184TH ST / 70TH AVE,3,184TH ST / 70TH AVE Surrey
10581,7414,184 Street,Surrey,Greater Vancouver,V4N 5V3,-122.712465,49.1369625,184TH ST / 74TH AVE,3,184TH ST / 74TH AVE Surrey
10582,18810,24 Avenue,Campbell Heights,Surrey,V3S 9V2,-122.7021335,49.0451632,18500 24TH AVE,3,18500 24TH AVE Surrey
10583,18560,40 Avenue,Campbell Heights,Surrey,V3S 0L5,-122.7101227,49.0742467,18500 40TH AVE,3,18500 40TH AVE Surrey
10584,18508,57 Avenue,Surrey,Greater Vancouver,V3S 7T1,-122.7084611,49.1066898,18500 57TH AVE,3,18500 57TH AVE Surrey
10585,18493,Fraser Highway,Surrey,Greater Vancouver,V3S 8E7,-122.7103629,49.1278612,185TH ST / FRASER HWY,3,185TH ST / FRASER HWY Surrey
10586,18598,58 Avenue,Surrey,Greater Vancouver,V3S 1M4,-122.7072394,49.1075331,18600 58TH AVE,3,18600 58TH AVE Surrey
10587,6131,186 Street,Surrey,Greater Vancouver,V3S 7P5,-122.7070904,49.1137914,18600 61A AVE,3,18600 61A AVE Surrey
10588,18586,74 Avenue,Surrey,Greater Vancouver,V4N 6C2,-122.7070075,49.1366789,18600 74TH AVE,3,18600 74TH AVE Surrey
10589,18592,76 Avenue,Surrey,Greater Vancouver,V4N 6C4,-122.7068843,49.1402944,18600 76TH AVE,3,18600 76TH AVE Surrey
